id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
75926,70.0,17.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,True
75927,31.0,5.0,1.0,2.0,100.0,543.7,0.07,14.63,37.18,7951.67,0.18,441.76,24,0,5,0,15.0,19.0,61.0,39.0,9.0,False
75928,45.0,13.0,5.0,7.0,177.0,1027.9,0.05,20.63,51.4,18164.09,0.34,1009.12,37,0,5,0,20.0,34.0,101.0,70.0,25.0,False
75929,15.0,2.0,1.0,2.0,47.0,209.59,0.13,7.92,26.02,1555.45,0.07,86.41,12,0,1,0,10.0,11.0,30.0,19.0,3.0,False
75930,8.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,6,0,0,0,6.0,5.0,8.0,6.0,1.0,False
75931,13.0,2.0,1.0,2.0,16.0,60.92,0.16,6.25,10.85,602.27,0.02,33.46,10,0,1,0,10.0,4.0,12.0,6.0,3.0,False
75932,38.0,3.0,1.0,3.0,148.0,874.8,0.09,11.2,80.94,9161.95,0.29,509.0,32,3,5,0,15.0,30.0,86.0,74.0,5.0,False
75933,56.0,5.0,1.0,5.0,141.0,776.49,0.05,21.07,35.25,17840.25,0.26,991.13,46,0,7,0,19.0,23.0,83.0,54.0,9.0,False
75934,79.0,4.0,1.0,4.0,164.0,1231.55,0.07,14.7,88.18,17268.28,0.41,959.35,50,13,10,2,13.0,45.0,96.0,104.0,7.0,True
75935,74.0,12.0,1.0,9.0,225.0,1295.04,0.03,31.54,36.22,35409.67,0.43,1967.2,48,4,12,2,21.0,23.0,137.0,78.0,23.0,True
75936,75.0,17.0,15.0,13.0,232.0,1275.89,0.04,27.08,47.88,33387.76,0.43,1854.88,54,12,8,0,23.0,37.0,145.0,94.0,33.0,True
75937,38.0,3.0,1.0,2.0,129.0,656.58,0.06,15.4,44.34,10361.04,0.22,575.8,31,0,5,0,15.0,25.0,75.0,54.0,5.0,False
75938,143.0,31.0,16.0,16.0,572.0,3605.76,0.03,39.11,82.09,111053.55,1.2,6119.09,123,2,17,0,21.0,45.0,329.0,227.0,61.0,True
75939,24.0,2.0,1.0,2.0,96.0,463.01,0.08,12.93,41.12,5988.9,0.15,332.72,18,1,2,0,13.0,21.0,61.0,35.0,3.0,False
75940,36.0,2.0,1.0,2.0,82.0,387.64,0.09,11.29,33.92,4683.78,0.13,260.2,23,5,5,0,13.0,17.0,49.0,33.0,3.0,False
75941,8.0,2.0,1.0,2.0,18.0,64.53,0.25,4.0,16.12,258.12,0.02,14.34,6,0,0,0,6.0,6.0,10.0,8.0,3.0,False
75942,15.0,2.0,1.0,1.0,55.0,258.51,0.09,11.43,22.98,3103.76,0.09,172.43,9,0,4,0,12.0,14.0,33.0,22.0,3.0,False
75943,95.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
75944,32.0,6.0,3.0,2.0,86.0,466.37,0.09,11.63,41.45,5408.68,0.16,300.48,26,0,4,0,14.0,19.0,58.0,34.0,11.0,False
75945,28.0,3.0,1.0,3.0,70.0,353.11,0.1,9.75,36.97,3440.19,0.12,191.12,21,0,5,0,13.0,22.0,38.0,32.0,5.0,False
75946,78.0,13.0,7.0,8.0,278.0,1481.37,0.03,30.05,51.31,46500.6,0.49,2574.59,59,1,10,3,21.0,37.0,171.0,100.0,25.0,True
75947,25.0,5.0,1.0,3.0,59.0,298.06,0.06,16.0,18.35,4394.31,0.1,244.13,22,0,1,0,16.0,12.0,35.0,24.0,9.0,False
75948,65.0,11.0,4.0,8.0,206.0,1196.32,0.05,21.97,55.01,23786.59,0.4,1321.17,42,10,11,0,19.0,34.0,119.0,77.0,21.0,True
75949,57.0,7.0,1.0,6.0,163.0,933.65,0.06,17.97,52.03,16753.84,0.3,930.77,46,15,2,0,17.0,37.0,87.0,66.0,13.0,False
75950,15.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
75951,18.0,3.0,1.0,3.0,59.0,272.32,0.09,11.5,22.51,3295.12,0.09,183.06,12,0,3,0,13.0,13.0,38.0,23.0,5.0,False
75952,11.0,2.0,1.0,1.0,23.0,76.11,0.29,3.5,19.93,285.4,0.03,15.86,9,0,0,0,7.0,7.0,16.0,7.0,3.0,False
75953,19.0,3.0,1.0,2.0,54.0,240.81,0.12,8.53,31.35,2364.32,0.08,131.35,14,0,3,0,9.0,12.0,33.0,21.0,5.0,False
75954,24.0,6.0,1.0,2.0,76.0,386.65,0.05,19.0,18.13,6649.16,0.13,369.4,18,1,4,0,14.0,14.0,44.0,38.0,11.0,False
75955,17.0,2.0,1.0,1.0,62.0,268.0,0.04,23.38,12.01,6352.46,0.09,352.91,12,0,1,0,14.0,8.0,36.0,26.0,3.0,False
75956,11.0,2.0,1.0,1.0,28.0,118.94,0.28,3.55,37.0,357.78,0.04,19.88,9,0,0,0,6.0,9.0,15.0,12.0,3.0,False
75957,52.0,16.0,8.0,7.0,226.0,1230.18,0.03,39.2,31.07,49004.57,0.41,2722.48,43,1,6,0,21.0,22.0,139.0,99.0,31.0,False
75958,28.0,4.0,1.0,4.0,65.0,315.77,0.08,12.86,24.38,3516.4,0.11,194.49,18,0,6,2,11.0,14.0,35.0,30.0,7.0,False
75959,14.0,1.0,1.0,1.0,32.0,133.44,0.14,7.07,18.87,943.59,0.04,52.1,9,0,3,0,11.0,7.0,21.0,11.0,1.0,False
75960,102.0,10.0,7.0,5.0,364.0,2010.97,0.02,40.95,48.07,71619.26,0.67,3978.85,72,10,16,6,25.0,38.0,238.0,126.0,19.0,False
75961,6.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5.0,1.0,5.0,1.0,1.0,False
75962,11.0,2.0,1.0,1.0,49.0,191.44,0.09,11.43,16.75,2187.86,0.06,121.55,17,0,1,0,8.0,7.0,29.0,18.0,3.0,False
75963,51.0,5.0,1.0,4.0,104.0,549.68,0.06,15.81,34.86,8053.08,0.18,447.39,34,5,11,0,17.0,23.0,60.0,44.0,9.0,True
75964,8.0,1.0,1.0,1.0,21.0,79.95,0.15,6.75,12.69,501.89,0.03,27.88,5,0,1,0,9.0,6.0,12.0,9.0,1.0,False
75965,25.0,5.0,4.0,2.0,85.0,417.09,0.07,15.24,29.78,6256.29,0.14,347.57,21,0,1,0,14.0,17.0,48.0,37.0,9.0,True
75966,12.0,1.0,1.0,1.0,27.0,105.49,0.2,5.0,24.84,632.92,0.04,35.14,8,0,2,0,8.0,8.0,19.0,10.0,1.0,False
75967,104.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True
75968,6.0,1.0,1.0,1.0,15.0,55.51,0.22,4.5,11.89,259.02,0.02,14.39,3,0,1,0,9.0,3.0,12.0,3.0,1.0,False
75969,54.0,13.0,10.0,5.0,169.0,915.93,0.03,36.72,26.99,29310.66,0.31,1628.42,38,6,8,1,21.0,23.0,104.0,71.0,25.0,False
75970,15.0,3.0,1.0,1.0,20.0,78.14,0.15,6.75,13.02,479.73,0.03,26.65,3,5,1,0,9.0,6.0,12.0,9.0,5.0,False
75971,31.0,4.0,3.0,2.0,98.0,538.2,0.06,17.89,28.29,8614.57,0.17,478.79,25,1,3,0,16.0,22.0,61.0,49.0,7.0,True
75972,24.0,1.0,1.0,1.0,54.0,249.73,0.23,4.27,53.57,1220.55,0.08,67.81,15,0,5,0,6.0,15.0,31.0,23.0,1.0,True
75973,5.0,2.0,1.0,1.0,18.0,60.94,0.17,6.0,10.16,365.51,0.02,20.31,3,0,0,0,7.0,4.0,10.0,8.0,3.0,False
75974,74.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
75975,68.0,5.0,5.0,3.0,227.0,1309.37,0.04,26.89,50.09,32795.22,0.44,1821.96,52,6,8,0,22.0,33.0,123.0,81.0,9.0,True
75976,29.0,4.0,1.0,2.0,88.0,408.6,0.07,13.46,31.87,6025.39,0.14,335.3,22,0,5,0,14.0,12.0,61.0,37.0,7.0,False
75977,40.0,3.0,1.0,3.0,63.0,309.13,0.11,9.29,35.84,2621.58,0.1,145.73,25,5,6,0,12.0,14.0,43.0,20.0,5.0,False
75978,18.0,4.0,4.0,3.0,36.0,155.59,0.07,14.15,12.89,1872.24,0.05,104.01,14,0,1,0,15.0,7.0,21.0,13.0,7.0,False
75979,16.0,3.0,1.0,2.0,34.0,144.43,0.15,6.75,20.12,903.03,0.05,50.17,13,0,1,0,9.0,10.0,19.0,15.0,5.0,False
75980,13.0,3.0,3.0,2.0,51.0,233.83,0.08,12.19,18.62,2348.96,0.08,130.5,10,0,1,0,13.0,8.0,36.0,15.0,5.0,False
75981,5.0,1.0,1.0,1.0,10.0,33.22,0.33,3.0,8.98,99.66,0.01,5.54,3,0,0,0,6.0,4.0,6.0,4.0,1.0,False
75982,80.0,11.0,1.0,8.0,239.0,1387.96,0.05,19.68,74.6,28133.41,0.46,1562.97,55,0,13,0,14.0,38.0,133.0,106.0,21.0,True
75983,15.0,2.0,1.0,2.0,47.0,215.49,0.18,5.63,37.15,1251.37,0.07,69.52,11,0,2,0,9.0,16.0,28.0,17.0,3.0,False
75984,176.0,23.0,30.0,21.0,624.0,3973.88,0.02,51.42,85.53,226792.97,1.32,12599.61,150,0,31,0,26.0,78.0,339.0,255.0,45.0,True
75985,29.0,2.0,1.0,2.0,131.0,682.44,0.05,19.38,36.89,13829.69,0.23,768.32,26,0,3,0,14.0,20.0,82.0,53.0,3.0,False
75986,18.0,3.0,1.0,2.0,39.0,168.56,0.08,13.0,12.0,2104.23,0.06,116.9,14,0,2,0,12.0,6.0,26.0,13.0,5.0,False
75987,15.0,2.0,1.0,2.0,35.0,153.73,0.17,6.0,26.02,927.56,0.05,51.53,13,0,2,0,8.0,10.0,23.0,15.0,3.0,False
75988,29.0,5.0,1.0,4.0,54.0,259.6,0.16,6.11,42.48,1586.43,0.09,88.13,21,1,2,0,10.0,18.0,33.0,22.0,9.0,False
75989,18.0,2.0,1.0,1.0,46.0,213.21,0.09,11.38,16.01,2808.14,0.07,156.84,13,0,3,0,13.0,12.0,25.0,21.0,3.0,False
75990,63.0,8.0,1.0,6.0,157.0,886.09,0.05,20.3,39.57,17909.3,0.3,994.96,45,3,11,2,22.0,28.0,101.0,57.0,15.0,True
75991,7.0,1.0,1.0,1.0,18.0,68.53,0.22,4.5,15.23,308.4,0.02,17.13,5,0,0,0,9.0,6.0,10.0,8.0,1.0,False
75992,15.0,2.0,1.0,1.0,23.0,89.86,0.16,6.4,12.09,565.2,0.03,31.73,9,0,4,0,8.0,5.0,14.0,9.0,3.0,False
75993,17.0,2.0,1.0,2.0,46.0,202.05,0.09,11.67,20.94,2645.37,0.07,146.97,14,0,1,0,14.0,12.0,28.0,18.0,3.0,False
75994,49.0,10.0,8.0,7.0,174.0,997.14,0.04,25.71,40.0,26299.39,0.33,1461.08,39,2,5,0,20.0,32.0,96.0,83.0,19.0,False
75995,7.0,1.0,1.0,1.0,13.0,46.6,0.29,3.5,13.32,163.12,0.02,9.06,3,0,0,0,7.0,5.0,8.0,5.0,1.0,False
75996,14.0,1.0,1.0,1.0,40.0,164.0,0.11,9.38,18.38,1562.9,0.05,86.83,8,0,4,0,9.0,8.0,22.0,18.0,1.0,False
75997,152.0,33.0,10.0,21.0,772.0,5269.57,0.02,56.76,114.83,1626925.91,1.76,90384.77,138,4,20,1,29.0,87.0,467.0,294.0,65.0,False
75998,32.0,3.0,1.0,3.0,128.0,666.81,0.04,28.59,24.21,18597.05,0.22,1033.17,26,0,4,0,23.0,17.0,77.0,45.0,4.0,False
75999,13.0,2.0,1.0,1.0,18.0,68.53,0.21,4.67,14.69,319.82,0.02,17.77,6,0,3,0,8.0,6.0,11.0,7.0,3.0,False
76000,32.0,6.0,1.0,2.0,135.0,676.63,0.07,15.0,44.35,9913.99,0.23,550.78,18,5,7,0,13.0,26.0,75.0,60.0,11.0,False
76001,74.0,11.0,1.0,7.0,214.0,1275.89,0.02,61.01,24.83,71993.96,0.43,4000.78,62,0,12,1,26.0,23.0,145.0,89.0,20.0,False
76002,18.0,1.0,1.0,1.0,55.0,220.08,0.1,10.06,20.19,2210.26,0.07,122.79,11,0,3,0,7.0,8.0,32.0,23.0,1.0,True
76003,21.0,1.0,1.0,1.0,83.0,399.01,0.07,14.57,27.6,5467.5,0.13,303.75,18,0,3,0,12.0,14.0,45.0,38.0,1.0,False
76004,17.0,3.0,1.0,3.0,27.0,110.36,0.23,4.36,26.28,463.52,0.04,25.75,12,0,3,0,8.0,11.0,15.0,12.0,5.0,True
76005,17.0,2.0,1.0,2.0,47.0,212.61,0.14,6.91,30.25,1253.38,0.07,69.91,13,0,2,0,8.0,11.0,27.0,22.0,3.0,False
76006,151.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
76007,46.0,3.0,1.0,2.0,114.0,615.42,0.06,16.0,39.24,10106.29,0.21,561.46,39,0,7,0,17.0,27.0,62.0,46.0,5.0,False
76008,46.0,6.0,1.0,5.0,178.0,971.34,0.06,16.87,56.72,18294.79,0.33,1016.38,34,1,9,0,17.0,42.0,106.0,76.0,11.0,True
76009,23.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
76010,133.0,30.0,27.0,10.0,413.0,2711.17,0.01,68.76,36.69,173460.96,1.13,9636.72,120,3,25,0,32.0,37.0,254.0,159.0,57.0,True
76011,11.0,2.0,1.0,1.0,38.0,166.91,0.11,8.75,18.97,1468.79,0.06,81.6,9,0,0,0,10.0,8.0,22.0,15.0,3.0,False
76012,13.0,1.0,1.0,1.0,41.0,182.84,0.17,5.91,32.0,1138.01,0.06,63.22,8,0,3,0,9.0,8.0,28.0,13.0,1.0,False
76013,10.0,2.0,1.0,2.0,27.0,110.36,0.18,5.5,19.65,594.27,0.04,33.01,7,0,1,0,8.0,8.0,16.0,11.0,3.0,False
76014,7.0,1.0,1.0,1.0,17.0,62.91,0.36,2.75,16.73,161.44,0.02,8.97,4,1,1,0,5.0,5.0,9.0,7.0,1.0,False
76015,21.0,2.0,1.0,2.0,41.0,177.2,0.14,7.13,24.63,1223.17,0.06,67.95,15,1,2,0,9.0,12.0,21.0,19.0,3.0,False
76016,29.0,4.0,1.0,4.0,57.0,278.83,0.11,9.17,29.44,2352.09,0.09,130.66,16,3,7,2,11.0,15.0,34.0,23.0,7.0,True
76017,49.0,11.0,10.0,4.0,176.0,938.27,0.05,21.72,47.39,18577.82,0.31,1032.09,27,0,9,1,17.0,28.0,102.0,76.0,21.0,False
76018,12.0,1.0,1.0,1.0,43.0,185.84,0.13,7.5,22.94,1486.74,0.06,82.6,9,0,1,0,9.0,9.0,28.0,15.0,1.0,False
76019,107.0,2.0,1.0,2.0,396.0,2415.48,0.04,22.32,121.52,69035.34,0.81,3834.37,96,1,16,0,10.0,46.0,234.0,208.0,3.0,False
76020,51.0,2.0,1.0,2.0,159.0,857.38,0.06,15.0,53.73,14554.04,0.29,808.56,37,4,8,0,11.0,22.0,105.0,64.0,3.0,True
76021,33.0,11.0,1.0,3.0,120.0,638.79,0.04,23.38,25.6,17439.19,0.21,968.98,26,0,5,0,14.0,16.0,75.0,55.0,21.0,False
76022,23.0,5.0,1.0,4.0,86.0,393.5,0.05,20.13,20.93,9663.83,0.13,536.74,19,0,1,0,17.0,16.0,47.0,37.0,9.0,False
76023,18.0,3.0,1.0,2.0,28.0,118.94,0.12,8.25,14.5,1011.33,0.04,56.19,12,2,3,0,11.0,8.0,16.0,12.0,5.0,False
76024,5.0,1.0,1.0,1.0,17.0,62.91,0.29,3.5,17.97,220.18,0.02,12.23,3,0,0,0,7.0,6.0,11.0,6.0,1.0,False
76025,41.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
76026,37.0,3.0,1.0,1.0,152.0,803.46,0.05,24.08,35.54,18575.74,0.27,1031.99,29,0,6,0,15.0,19.0,104.0,54.0,5.0,False
76027,15.0,3.0,3.0,2.0,24.0,101.95,0.13,7.71,13.22,786.47,0.03,43.69,9,1,2,0,12.0,7.0,15.0,9.0,5.0,False
76028,5.0,1.0,1.0,1.0,16.0,55.35,0.19,5.25,9.88,232.47,0.02,12.92,3,0,0,0,7.0,4.0,9.0,7.0,1.0,False
76029,4.0,1.0,1.0,1.0,13.0,39.0,0.5,2.0,21.67,70.2,0.01,3.9,2,0,0,0,4.0,4.0,7.0,6.0,1.0,True
76030,24.0,6.0,5.0,4.0,106.0,543.7,0.07,14.63,36.01,7198.75,0.18,399.93,18,0,4,0,15.0,20.0,68.0,38.0,11.0,False
76031,5.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,1,0,0,5.0,2.0,5.0,2.0,1.0,False
76032,22.0,3.0,1.0,3.0,72.0,317.07,0.1,10.0,30.75,3269.77,0.11,181.65,17,0,1,0,12.0,16.0,42.0,22.0,5.0,False
76033,45.0,10.0,5.0,2.0,106.0,573.24,0.04,22.0,23.91,12784.03,0.19,710.22,34,5,4,0,19.0,17.0,65.0,44.0,19.0,True
76034,27.0,3.0,1.0,3.0,103.0,548.16,0.08,12.53,46.61,5637.02,0.18,313.17,19,1,5,0,11.0,19.0,65.0,42.0,5.0,False
76035,19.0,3.0,1.0,3.0,55.0,233.64,0.09,11.45,21.15,2669.82,0.08,148.32,13,0,4,0,13.0,11.0,35.0,20.0,5.0,True
76036,32.0,3.0,1.0,1.0,77.0,380.0,0.07,14.03,26.6,5620.23,0.13,312.23,22,2,4,0,15.0,15.0,46.0,31.0,5.0,False
76037,11.0,4.0,1.0,2.0,22.0,88.0,0.17,5.83,15.09,513.33,0.03,28.52,9,0,0,0,8.0,6.0,15.0,7.0,7.0,False
76038,8.0,1.0,1.0,1.0,19.0,70.31,0.29,3.5,20.09,246.08,0.02,13.67,5,0,1,0,7.0,7.0,10.0,9.0,1.0,False
76039,24.0,1.0,1.0,1.0,23.0,89.86,0.4,2.5,35.94,224.65,0.03,12.48,9,1,22,0,5.0,8.0,15.0,8.0,1.0,False
76040,10.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,5,1,0,4.0,4.0,5.0,4.0,1.0,False
76041,32.0,5.0,1.0,5.0,76.0,413.43,0.07,14.68,26.68,6158.73,0.14,342.15,23,1,6,0,17.0,19.0,43.0,33.0,9.0,False
76042,23.0,5.0,1.0,5.0,57.0,242.13,0.07,14.17,16.01,3536.48,0.08,196.14,18,1,1,0,11.0,9.0,35.0,26.0,9.0,False
76043,32.0,5.0,1.0,2.0,59.0,275.1,0.06,16.14,15.45,4678.64,0.09,259.92,22,5,2,0,17.0,10.0,39.0,20.0,9.0,False
76044,32.0,8.0,8.0,1.0,78.0,377.83,0.03,29.5,14.13,9425.91,0.13,523.9,27,0,1,0,17.0,10.0,44.0,32.0,15.0,False
76045,14.0,2.0,1.0,1.0,26.0,108.42,0.15,6.19,16.85,621.67,0.04,34.54,11,0,1,0,9.0,8.0,16.0,10.0,3.0,False
76046,20.0,3.0,1.0,3.0,55.0,248.8,0.08,12.73,21.15,3034.74,0.08,168.6,16,0,3,0,12.0,11.0,36.0,20.0,5.0,False
76047,16.0,2.0,1.0,2.0,42.0,184.48,0.15,6.68,28.76,1420.48,0.06,78.49,10,0,4,0,11.0,14.0,25.0,17.0,3.0,False
76048,41.0,2.0,1.0,2.0,245.0,1463.44,0.03,39.43,32.4,56114.22,0.49,3120.94,34,0,3,0,14.0,21.0,151.0,104.0,3.0,True
76049,104.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
76050,8.0,1.0,1.0,1.0,16.0,66.61,0.4,2.5,26.64,157.27,0.02,8.74,4,0,0,0,5.0,8.0,9.0,8.0,1.0,False
76051,18.0,3.0,3.0,2.0,37.0,159.91,0.12,8.28,18.69,1430.64,0.05,79.48,12,0,2,0,13.0,9.0,26.0,11.0,5.0,False
76052,24.0,5.0,1.0,5.0,93.0,469.13,0.05,19.85,22.46,9699.96,0.16,538.89,19,0,3,0,17.0,16.0,54.0,39.0,9.0,False
76053,22.0,3.0,1.0,3.0,57.0,261.33,0.1,10.5,26.41,2911.92,0.09,161.77,10,4,4,0,11.0,14.0,31.0,26.0,5.0,False
76054,29.0,12.0,3.0,2.0,95.0,470.65,0.05,20.0,22.15,10001.28,0.16,555.63,24,0,2,0,18.0,14.0,60.0,34.0,18.0,False
76055,23.0,6.0,5.0,3.0,79.0,398.51,0.06,17.23,22.33,6122.58,0.13,340.14,19,0,2,0,19.0,17.0,47.0,30.0,11.0,False
76056,17.0,4.0,3.0,2.0,42.0,181.52,0.13,7.58,23.44,1452.17,0.06,80.36,14,0,1,0,11.0,12.0,26.0,16.0,7.0,False
76057,13.0,2.0,1.0,2.0,30.0,114.22,0.16,6.11,19.45,742.43,0.04,41.25,10,0,1,0,7.0,9.0,17.0,13.0,3.0,False
76058,13.0,3.0,1.0,1.0,29.0,123.19,0.08,12.0,8.8,1454.46,0.04,80.02,10,0,1,0,10.0,5.0,16.0,13.0,5.0,False
76059,17.0,2.0,1.0,2.0,40.0,178.38,0.1,10.11,17.64,1803.59,0.06,100.2,9,2,4,0,11.0,9.0,26.0,14.0,3.0,False
76060,7.0,1.0,1.0,1.0,18.0,70.32,0.22,4.5,13.54,281.3,0.02,15.63,4,0,1,0,9.0,6.0,11.0,7.0,1.0,False
76061,15.0,3.0,1.0,2.0,31.0,142.13,0.09,10.69,13.33,1517.0,0.05,84.28,10,0,3,0,14.0,8.0,18.0,13.0,5.0,True
76062,4.0,1.0,1.0,1.0,9.0,25.27,0.38,2.67,9.47,50.53,0.01,2.81,2,0,0,0,4.0,3.0,5.0,3.0,1.0,False
76063,96.0,27.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,53.0,True
76064,22.0,3.0,1.0,2.0,40.0,183.4,0.07,13.5,13.85,2670.88,0.06,148.38,13,2,5,0,12.0,8.0,25.0,15.0,5.0,False
76065,19.0,2.0,1.0,2.0,45.0,197.65,0.15,6.75,29.2,1277.04,0.07,70.95,11,0,4,0,9.0,14.0,23.0,20.0,3.0,False
76066,4.0,1.0,1.0,1.0,12.0,28.53,0.4,2.5,11.41,82.5,0.01,4.58,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
76067,83.0,23.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,45.0,True
76068,47.0,8.0,3.0,7.0,161.0,922.2,0.06,15.59,59.15,14378.96,0.31,798.83,44,1,3,1,15.0,38.0,102.0,79.0,15.0,True
76069,5.0,3.0,3.0,1.0,21.0,77.71,0.21,4.67,18.56,299.53,0.03,16.64,3,0,0,0,7.0,6.0,12.0,9.0,5.0,False
76070,18.0,2.0,1.0,2.0,50.0,212.4,0.11,9.35,22.57,1950.69,0.07,108.37,12,0,4,0,9.0,10.0,29.0,21.0,3.0,False
76071,50.0,6.0,1.0,5.0,144.0,779.0,0.05,19.83,39.15,13978.29,0.26,776.57,37,1,8,0,14.0,23.0,81.0,65.0,11.0,False
76072,13.0,1.0,1.0,1.0,13.0,39.0,0.56,1.8,38.4,70.2,0.01,3.9,5,2,1,0,3.0,5.0,7.0,6.0,1.0,False
76073,36.0,6.0,1.0,5.0,92.0,471.89,0.09,11.0,44.64,5629.45,0.16,312.75,32,0,1,0,12.0,22.0,50.0,42.0,11.0,False
76074,5.0,1.0,1.0,1.0,20.0,80.0,0.29,3.5,20.0,250.04,0.03,13.95,3,0,0,0,8.0,8.0,11.0,7.0,1.0,False
76075,11.0,2.0,1.0,2.0,21.0,75.28,0.26,3.86,19.19,314.01,0.03,17.44,7,0,2,0,6.0,7.0,11.0,10.0,3.0,False
76076,5.0,1.0,1.0,1.0,16.0,57.36,0.4,2.5,19.72,161.44,0.02,8.97,3,0,0,0,5.0,6.0,10.0,6.0,1.0,False
76077,52.0,3.0,1.0,1.0,234.0,1253.67,0.04,25.71,50.43,35757.69,0.42,1986.54,42,3,2,0,16.0,28.0,146.0,88.0,5.0,True
76078,11.0,2.0,1.0,1.0,19.0,68.11,0.18,5.6,12.16,345.37,0.02,19.19,9,0,0,0,7.0,5.0,12.0,7.0,3.0,False
76079,56.0,6.0,1.0,5.0,126.0,712.54,0.07,14.44,48.95,9889.51,0.24,549.42,35,7,11,0,15.0,26.0,76.0,50.0,11.0,True
76080,78.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0.0,0.0,0.0,0.0,7.0,True
76081,31.0,12.0,10.0,9.0,125.0,660.68,0.05,20.57,32.65,13805.54,0.22,766.56,22,1,7,0,17.0,21.0,76.0,55.0,23.0,True
76082,17.0,2.0,1.0,2.0,49.0,215.22,0.14,7.0,29.25,1916.65,0.07,106.51,10,2,3,0,10.0,12.0,31.0,14.0,3.0,False
76083,143.0,38.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,72.0,True
76084,10.0,2.0,1.0,2.0,21.0,81.75,0.21,4.67,18.17,367.87,0.03,20.44,6,0,1,0,7.0,6.0,13.0,8.0,3.0,False
76085,35.0,6.0,3.0,3.0,108.0,524.01,0.03,29.42,17.59,16851.05,0.17,936.17,29,0,4,0,18.0,13.0,68.0,46.0,11.0,False
76086,11.0,4.0,1.0,1.0,25.0,102.19,0.14,7.0,13.83,632.92,0.03,35.16,9,0,0,0,10.0,5.0,16.0,7.0,7.0,False
76087,70.0,17.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,33.0,False
76088,48.0,5.0,3.0,3.0,134.0,694.11,0.04,23.82,33.22,19411.73,0.23,1078.43,32,3,9,0,20.0,22.0,82.0,52.0,9.0,True
76089,22.0,7.0,1.0,5.0,112.0,549.57,0.07,13.75,42.19,7212.2,0.18,400.6,19,0,1,0,15.0,22.0,60.0,42.0,13.0,False
76090,57.0,9.0,8.0,7.0,105.0,528.45,0.04,22.5,25.05,14348.35,0.18,797.13,44,0,10,0,15.0,17.0,60.0,45.0,17.0,False
76091,22.0,4.0,1.0,3.0,121.0,630.34,0.04,27.06,23.21,16913.84,0.21,939.66,19,0,0,0,17.0,14.0,84.0,43.0,7.0,False
76092,21.0,7.0,5.0,4.0,65.0,309.07,0.07,14.3,22.07,4683.78,0.1,260.77,16,0,3,0,13.0,15.0,34.0,31.0,13.0,False
76093,18.0,4.0,3.0,2.0,51.0,236.84,0.1,10.08,23.89,2358.96,0.08,131.05,13,0,3,0,13.0,13.0,30.0,21.0,7.0,False
76094,50.0,14.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
